TARGET_FID,Img,target_x,target_y,COUNTYNAME,TOWNNAME,town_x,town_y
101,05fc25c0-be0c-42de-b5b3-09a20ad4355d.jpg,0,0,彰化縣,埔心鄉,120.5342712,23.9528713
102,06a56ce0-625a-42a0-aeac-f1aeb90e66f6.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
103,06a9496a-8be7-4819-a1c0-636d8a7685f1.jpg,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288
104,06a9fd07-3fc2-44cf-ac8c-37a800620c42.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
105,06ac28bf-ae5d-4a6b-9a3e-d084da4f0604.jpg,0,0,臺中市,大安區,120.590065,24.3646622
106,06b2e58a-a650-4dce-b7b4-7e4dbb0baf80.jpg,0,-116,嘉義縣,太保市,120.3439331,23.4730034
107,06b65af4-afe6-4b39-b35c-66f58420ca67.jpg,0,0,雲林縣,斗六市,120.5600815,23.7066097
108,06b755bb-3e2c-484a-b789-8eb45a9f0c2d.jpg,0,0,雲林縣,東勢鄉,120.2564087,23.6962242
109,06b965d0-38e2-4967-a013-6accd9c3a0ef.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
110,06d34355-2a16-4382-9ab5-98e1dc447e3a.jpg,0,0,臺中市,烏日區,120.6292877,24.0840626
111,06d9a816-5dd4-4fc2-8ea1-14f7d10e2e17.jpg,0,0,屏東縣,崁頂鄉,120.5006561,22.5153713
112,06dbebd5-4047-48f0-bb06-45f8575e60ea.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
113,06e85b8f-43cc-46c9-b5f1-15a2448219da.jpg,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506
114,06eda21c-1042-4e1a-9e6d-a067159628c0.jpg,123,-201,彰化縣,二林鎮,120.4042206,23.9163017
115,06efdd56-1edf-4652-ac61-deb46f15da95.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
116,06f32e32-7b7d-4afa-8279-962bd027499e.jpg,0,0,雲林縣,虎尾鎮,120.429306,23.7167091
117,06f45986-50d7-4489-adad-383e882594c0.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
118,06fa24fa-bd8f-4d7e-b745-c1aa529e854e.jpg,0,0,彰化縣,花壇鄉,120.5597534,24.0301609
119,06fc7a61-3d05-4885-bcf0-56f1f6ecdc27.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
120,06fcfdc4-d922-4776-888a-6c0fc4ce53b2.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
121,06fe0973-e847-4639-a713-b762bd605371.jpg,0,0,彰化縣,大村鄉,120.5586853,23.9921856
122,07aaa036-1077-493c-abd5-004d8a0e9993.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
123,07ae9a8f-a7e4-4740-a53c-65971965c8ed.jpg,0,0,新竹縣,竹北市,120.9940872,24.8385391
124,07b35fe7-21ca-47b5-9fdd-970b34a11a31.jpg,0,0,南投縣,國姓鄉,120.8675461,24.0313301
125,07bf4bb5-0d48-40e8-9ecf-470a1a06c15f.jpg,0,0,屏東縣,東港鎮,120.4737549,22.4614105
126,07c29d74-75cc-4b4a-bebe-16db5fd3412c.jpg,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264
127,07ca021c-4f89-41cd-a61c-98ab035be23a.jpg,0,0,屏東縣,里港鄉,120.506134,22.7986412
128,07cc4ce0-4ed9-4521-8684-dfb0e5c655ab.jpg,0,0,彰化縣,大城鄉,120.2952423,23.8594379
129,07d9d40c-530b-4877-b6cd-c0d2f6a1ae1a.jpg,0,-144,苗栗縣,苑裡鎮,120.6878891,24.4114742
130,07da1869-3a0f-4bf5-af8f-c45feb455794.jpg,0,-144,臺東縣,東河鄉,121.2517548,22.9797649
131,07e2c34a-e9f2-4db7-a048-f504cf682f9b.jpg,0,0,高雄市,田寮區,120.3958893,22.8639584
132,07e3eae2-2277-427b-a986-5b1a71ad3211.jpg,0,0,屏東縣,里港鄉,120.506134,22.7986412
133,07e6c25c-3b52-4c6c-abf7-8bb551d555c0.jpg,0,-128,雲林縣,元長鄉,120.3279495,23.6425228
134,07f3a0f6-a5e0-434e-8f6c-b16f3af32d9b.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
135,08a5ae6d-250f-4c2d-a189-2c12ecffd490.jpg,0,0,嘉義縣,中埔鄉,120.5365295,23.4041824
136,08a9b173-88a0-42b3-b5a6-b90b2fa130e7.jpg,0,-102,彰化縣,大村鄉,120.5586853,23.9921856
137,08aa7e9e-6e82-45ff-9cfe-1a58febeed08.jpg,0,0,苗栗縣,頭份市,120.9189529,24.6763897
138,08b649c0-91f7-449e-a31a-5c845adaf7b0.jpg,0,-128,雲林縣,東勢鄉,120.2564087,23.6962242
139,08b78dbe-a0fc-4da1-a82e-355debc90bd1.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
140,08b82def-b02d-4321-bf92-17ae37019921.jpg,0,-116,彰化縣,大城鄉,120.2952423,23.8594379
141,08bf4c66-973b-4529-8c38-a8d1958ca89f.jpg,0,0,彰化縣,埔鹽鄉,120.4594345,23.9921265
142,08c29563-0947-4fb9-940f-c1a9c0a70bd7.jpg,0,0,雲林縣,臺西鄉,120.1997833,23.7167454
143,08d65648-e1e2-4b3c-a905-ef95b3e66a23.jpg,0,0,桃園市,觀音區,121.114212,25.027483
144,08d99ca1-374d-4422-a62e-2482040d1a2a.jpg,0,0,臺中市,大安區,120.590065,24.3646622
145,08e03031-e193-4f38-a02a-de2985d6004a.jpg,0,0,雲林縣,二崙鄉,120.3964539,23.7926483
146,08e9f0f9-f4df-40e7-9286-b2c0b633182a.jpg,0,0,雲林縣,古坑鄉,120.6117096,23.6255703
147,08ebf8b9-ac8a-4606-90db-16523b274116.jpg,0,0,彰化縣,田中鎮,120.5903549,23.8573418
148,08ed3cce-b05d-4670-966f-cab07bf6f4ee.jpg,0,0,雲林縣,麥寮鄉,120.2379913,23.7913971
149,08f87ea7-e196-40a2-b533-f0d43c4890fa.jpg,0,0,高雄市,大寮區,120.4111404,22.5929337
150,0a0de2f9-0702-4e00-818b-d20b836e2b35.jpg,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288
151,0a162211-d977-4b81-a1e7-36a10e2d1822.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
152,0a1ca813-a3da-4657-8f24-1d1497fd6941.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
153,0a221542-6a66-454a-a9f4-1193c2596d8f.jpg,0,-144,彰化縣,田中鎮,120.5903549,23.8573418
154,0a3f4d20-7e9b-4ebe-aab8-e9e822622185.jpg,0,0,雲林縣,二崙鄉,120.3964539,23.7926483
155,0a4e6c21-ef15-485d-8d33-8cc27caa7d17.jpg,0,0,彰化縣,大村鄉,120.5586853,23.9921856
156,0a5038a0-c383-42ca-8878-85da43900fd4.jpg,0,0,桃園市,新屋區,121.0661621,24.972723
157,0a57cded-eac0-4784-8a64-ed8428842629.jpg,0,-144,彰化縣,埔心鄉,120.5342712,23.9528713
158,0a5a938c-a3bd-49bd-bab2-6c6895bbedd8.jpg,0,0,彰化縣,田中鎮,120.5903549,23.8573418
159,0a5b9f59-cd10-4670-9989-ace5f458573a.jpg,0,0,屏東縣,東港鎮,120.4737549,22.4614105
160,0a5be82b-7f67-4784-ab07-4754209e79c2.jpg,0,0,南投縣,國姓鄉,120.8675461,24.0313301
161,0a71a2bd-7449-4a06-b6af-b80bd86fb4fc.jpg,0,-144,彰化縣,二林鎮,120.4042206,23.9163017
162,0a76dd09-576b-4f92-a294-63361365aedb.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
163,0a78142c-8a52-45f4-baad-73bae42c64ba.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
164,0a855ad9-d9e8-40a6-8278-d86603b1db30.jpg,0,0,彰化縣,大村鄉,120.5586853,23.9921856
165,0a8edd63-4d81-4c66-9eae-1997ebdd18d1.jpg,0,0,彰化縣,二林鎮,120.4042206,23.9163017
166,0a921b70-b0d2-42ce-9ee0-a2a9ae5ed7f8.jpg,0,0,彰化縣,溪湖鎮,120.4831848,23.9518013
167,0a987097-f4db-4fae-b51a-c9bc2dd8b152.jpg,0,0,雲林縣,古坑鄉,120.6117096,23.6255703
168,0a98f8ba-8582-40cf-bdbc-9a1bf9ade05f.jpg,-225,-266,彰化縣,大村鄉,120.5586853,23.9921856
169,0a996635-d113-4520-87dc-3f1314119826.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
170,0a9c1dfa-8878-402f-a21e-6940032f2064.jpg,0,0,彰化縣,伸港鄉,120.4739609,24.1706295
171,0a9d30fe-031c-45fb-a9e8-69f5af074c3a.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
172,0aa20b08-5330-44d9-a624-73f3e45608a3.jpg,0,0,彰化縣,花壇鄉,120.5597534,24.0301609
173,0aac1c0d-f312-43a4-8780-a2b8aed4d9df.jpg,0,-102,雲林縣,口湖鄉,120.1413803,23.5540924
174,0abc45e5-1fcc-4657-b026-8bf336d06f7d.jpg,0,0,臺東縣,鹿野鄉,121.1570969,22.9518948
175,0abfd6d2-8915-4533-b2b3-9b6c364f1704.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
176,0acffbc8-7501-4945-b4c3-e5523abace90.jpg,0,0,臺東縣,鹿野鄉,121.1570969,22.9518948
177,0ad51f66-8968-4fb3-8cd8-a8ad25cd4a88.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
178,0ad88678-9366-4e62-9809-0c3872f1b231.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
179,0ad94127-b334-41eb-b855-6289f925a0ad.jpg,0,0,屏東縣,新園鄉,120.449707,22.5161438
180,0ae19bc3-938c-4c6a-89a1-6e51050dd25b.jpg,0,0,臺中市,沙鹿區,120.5837555,24.2343445
181,0ae627c5-6df4-439f-97a6-162102e6ab86.jpg,0,-116,雲林縣,土庫鎮,120.3647156,23.6912041
182,0af70d37-8b41-42fd-a2d8-5c5ea98f6969.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
183,0af81f9e-05d0-4abb-8673-8384eb419478.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
184,0afa87ee-1120-44bf-85ba-b712263ada2d.jpg,0,0,嘉義縣,番路鄉,120.6075058,23.4277649
185,0b13deea-fd3f-4522-b93c-a2dd9b820b52.jpg,0,-144,彰化縣,二林鎮,120.4042206,23.9163017
186,0b147709-6611-4733-92cf-20e55f80fd8f.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
187,0b1d7187-1fd1-4e3e-957f-9b96f2df86d3.jpg,0,0,苗栗縣,三義鄉,120.770195,24.380928
188,0b297707-2a74-48ef-9d85-8f07ce521079.jpg,0,0,屏東縣,東港鎮,120.4737549,22.4614105
189,0b31272a-48a9-4443-abe4-580b1373fdea.jpg,0,-102,彰化縣,埔鹽鄉,120.4594345,23.9921265
190,0b469ad9-0a57-44c9-aaeb-8359f9620054.jpg,0,0,臺南市,下營區,120.2648392,23.231142
191,0b4a57f4-a9d1-4c3a-a400-fe48a96f632c.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
192,0b517020-c9e2-4511-8c6b-72e2944956c8.jpg,0,0,臺中市,外埔區,120.6650391,24.3356228
193,0b53cb02-0c6a-452e-b2d4-424ffda8ee4f.jpg,0,0,嘉義縣,六腳鄉,120.2714767,23.510273
194,0b5a329d-98cc-4ffe-9422-0b78227bd311.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
195,0b6f409f-2456-46bd-a239-034b4d400b24.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
196,0b6ffaa2-c2a5-47e4-8eb8-622e454c655f.jpg,0,0,臺南市,南化區,120.5441742,23.1152229
197,0b7abd8c-4133-4f81-916c-91d9217e917e.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
198,0b836c8d-d759-4b58-990c-6bf6f5d1c640.jpg,0,0,桃園市,蘆竹區,121.2830658,25.0610275
199,0b89f3d1-f475-4cca-bc06-b55df9ba0ecf.jpg,0,0,臺南市,東山區,120.4441452,23.2784214
200,0b8a3755-71bd-4af0-9757-22136b0de25c.jpg,0,0,臺中市,外埔區,120.6650391,24.3356228
201,0b91462f-5e37-4d96-a0d1-c75dd0dc28f4.jpg,0,0,彰化縣,二林鎮,120.4042206,23.9163017
202,0b948021-9ce3-4971-be1d-2abf7aabe922.jpg,0,-128,彰化縣,大城鄉,120.2952423,23.8594379
203,0b97e3a5-d846-4427-91d2-7f96f7adc2d6.jpg,314,-729,彰化縣,二林鎮,120.4042206,23.9163017
204,0b9f5c45-f756-4215-af93-0100bab5d25c.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
205,0ba0cefa-ba60-42f1-9a47-f0d442810273.jpg,0,-128,雲林縣,臺西鄉,120.1997833,23.7167454
206,0ba5eec2-598d-4ea7-9b08-0c9698a9ec35.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
207,0ba86c99-1040-4b7e-8947-cff9e246b7a9.jpg,0,0,雲林縣,臺西鄉,120.1997833,23.7167454
208,0ba8c9ce-ae4e-4701-bafe-4c07f34b6c43.jpg,0,0,屏東縣,崁頂鄉,120.5006561,22.5153713
209,0bb2a517-eee7-47d7-8550-06164aedb7a0.jpg,8,-744,雲林縣,古坑鄉,120.6117096,23.6255703
210,0bbb185f-4191-438e-ae4c-e285a9b72967.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
211,0bbc1dbb-b4a1-4a8c-9c06-bdd754c718be.jpg,0,0,雲林縣,麥寮鄉,120.2379913,23.7913971
212,0bc3a570-af2c-40ea-95d6-4b7bed95930e.jpg,0,0,彰化縣,社頭鄉,120.6022034,23.9054585
213,0bc5cd9b-786c-4a0b-a484-05862c62384c.jpg,0,0,彰化縣,大城鄉,120.2952423,23.8594379
214,0bce7ae9-fdde-4e66-b5fa-e16c3a7a6bed.jpg,0,0,屏東縣,里港鄉,120.506134,22.7986412
215,0bcfdffa-3f79-4179-9ed9-09ff77d89a08.jpg,0,0,雲林縣,元長鄉,120.3279495,23.6425228
216,0bd4d0b4-cc73-4ecc-b14a-414433d0b8ac.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
217,0bd7cf3f-1aee-4ed3-b236-809dc4feb1f6.jpg,0,0,雲林縣,麥寮鄉,120.2379913,23.7913971
218,0bd8f1a5-37aa-4629-aabb-d18d4ce389a8.jpg,0,-144,雲林縣,元長鄉,120.3279495,23.6425228
219,0bdd2a09-8e30-4354-8115-46791763d6e2.jpg,0,0,臺中市,大甲區,120.6360092,24.37813
220,0bdfb91e-6ac9-40f4-b251-f62b36eb1386.jpg,0,-102,彰化縣,福興鄉,120.4227676,24.0330505
221,0bfef980-34f5-4c5d-b72e-637b7fcaa886.jpg,0,0,嘉義縣,中埔鄉,120.5365295,23.4041824
222,0c0b2b5e-1bc4-413e-ab42-7ae8efddbaf6.jpg,0,0,臺東縣,鹿野鄉,121.1570969,22.9518948
223,0c1e2d64-3e6a-4aa1-a9d0-ba95b0ae17b8.jpg,0,-379,彰化縣,二林鎮,120.4042206,23.9163017
