TARGET_FID,Img,target_x,target_y,COUNTYNAME,TOWNNAME,town_x,town_y
83,01bf13f7-eb2d-47fe-99d9-56b8f37a6f94.jpg,0,0,嘉義縣,溪口鄉,120.4010239,23.5936184
84,01bfd95f-bec6-4f9c-ba9a-b6dca171509f.jpg,0,-116,雲林縣,莿桐鄉,120.5290298,23.7698288
85,01c776cc-0a8a-4705-9ceb-1c94bacb97c0.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
86,01ce1ac8-c8d1-47fb-8c12-ba8491f36c5d.jpg,0,0,高雄市,大寮區,120.4111404,22.5929337
87,01d8f9b7-7e6b-4003-a29a-0dcfdd262f34.jpg,0,0,彰化縣,溪湖鎮,120.4831848,23.9518013
88,01ddde43-3308-4f4c-b9fd-6d659efaa990.jpg,0,0,屏東縣,新埤鄉,120.5846252,22.4868565
89,01e06190-2bcf-4667-8570-22597b74a5a1.jpg,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506
90,01e1c6af-89bb-4063-a19c-9da1d47b289d.jpg,23,448,雲林縣,水林鄉,120.2352676,23.5617218
91,01e636e9-fb44-4ad3-a330-d3fb445a7102.jpg,0,0,屏東縣,新園鄉,120.449707,22.5161438
92,01ebffae-f5f4-48df-9f38-c5219cf54ba2.jpg,0,-144,彰化縣,二林鎮,120.4042206,23.9163017
93,01f0dc71-6bdb-4b0b-aa4d-73d27706ab93.jpg,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288
94,01f1589a-f1f6-4778-a318-601930f5c633.jpg,0,0,雲林縣,水林鄉,120.2352676,23.5617218
95,01f341c9-cac7-4756-8449-1e310f901b2e.jpg,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506
96,02054841-2390-4ce8-8b23-e42064a0f15a.jpg,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288
97,02077615-f28b-4afc-9050-b082148a4c66.jpg,0,0,彰化縣,二林鎮,120.4042206,23.9163017
98,02091ba3-fe8e-40bc-bee3-75698410d617.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
99,02095595-b123-4a57-a3cb-d809e36659c0.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
100,020da335-ed3a-4a7b-8e9c-f2e5dc0cfedd.jpg,0,0,雲林縣,土庫鎮,120.3647156,23.6912041
101,021b06c5-370d-4cee-a903-bf80e5fd61f6.jpg,0,-102,彰化縣,福興鄉,120.4227676,24.0330505
102,021bfcd6-a646-4db6-b76c-2e99bcc1c1a3.jpg,0,0,屏東縣,南州鄉,120.5180588,22.4799023
103,021e5d95-3194-4fc2-9971-95d61fd1c0fb.jpg,0,-144,南投縣,名間鄉,120.6774521,23.8511734
104,0223e495-894d-4e8f-86de-5fa492e7c591.jpg,0,-102,雲林縣,東勢鄉,120.2564087,23.6962242
105,0228ab07-8e53-42b8-9418-ae32e645bc8c.jpg,0,0,屏東縣,春日鄉,120.6975861,22.4041252
106,0228fdf9-81a6-4ad4-a0a8-fcffb82c5e80.jpg,0,0,雲林縣,北港鎮,120.2940063,23.592289
107,022eec92-49e5-4ee2-bccc-4c24cf02fc57.jpg,0,-144,彰化縣,和美鎮,120.5112076,24.1138687
108,023426a2-8ac4-47d7-af36-7ff002315ef0.jpg,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264
109,023edf98-07ce-4298-9c4a-3a5bcc15a273.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
110,024091a3-2da2-4a86-9ef8-08496c82fc62.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
111,02416d96-a76d-4560-9ccf-d3413fd9b3ac.jpg,0,0,雲林縣,土庫鎮,120.3647156,23.6912041
112,0245eba4-60e5-434e-bc28-2d3e03e31674.jpg,0,0,雲林縣,虎尾鎮,120.429306,23.7167091
113,024c58d5-e4ae-4628-975f-4f2456485cad.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
114,024cb501-060b-4cec-8752-4ee14475772c.jpg,0,-102,彰化縣,大村鄉,120.5586853,23.9921856
115,024dbf99-d826-43a5-994a-3f1f24297b9d.jpg,0,-144,桃園市,平鎮區,121.2140198,24.9212608
116,0251874d-14c0-43c8-b6bc-a6ce48b17784.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
117,02555bb6-d934-4e6d-b9a7-14ee14f5431c.jpg,0,0,彰化縣,二林鎮,120.4042206,23.9163017
118,025da8f1-5d01-4c00-a7fc-53c428366c39.jpg,0,0,嘉義縣,朴子市,120.2538376,23.4461479
119,026353f1-dc4b-45a1-aa97-1d06670c548d.jpg,0,-128,雲林縣,土庫鎮,120.3647156,23.6912041
120,027bf6d9-91dc-48f9-b20c-1ee024729386.jpg,0,0,雲林縣,北港鎮,120.2940063,23.592289
121,02811fa4-7e80-4a83-aa8c-cda1cb057299.jpg,0,0,雲林縣,二崙鄉,120.3964539,23.7926483
122,0283014d-91cc-40c8-9119-291ded9c9839.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
123,028428d5-5d55-472d-a954-da197b29f6db.jpg,0,0,屏東縣,新埤鄉,120.5846252,22.4868565
124,02881572-4867-481c-8b71-c475839ae47b.jpg,0,-102,雲林縣,崙背鄉,120.3339615,23.7785912
125,028d4f4a-078d-44f2-80e0-7959f012c520.jpg,0,0,南投縣,國姓鄉,120.8675461,24.0313301
126,02912cc2-5a36-42f0-8da1-6260957b9fb5.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
127,0292e9d1-3ec1-4fa5-8191-d8ea8bd02956.jpg,0,0,雲林縣,東勢鄉,120.2564087,23.6962242
128,02974b95-4765-448d-b862-f2289da118da.jpg,0,0,屏東縣,崁頂鄉,120.5006561,22.5153713
129,02a94adb-76c1-45f2-bebe-b76f73a85f61.jpg,0,0,雲林縣,崙背鄉,120.3339615,23.7785912
130,02ac6aea-2ab2-4b43-a04c-8c010abb5743.jpg,0,0,彰化縣,溪湖鎮,120.4831848,23.9518013
131,02b2790d-3dd8-41ad-b177-7f689ad4889d.jpg,0,0,臺南市,東山區,120.4441452,23.2784214
132,02b837d9-d509-4e3c-a781-73b8589260bb.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
133,02b8e72b-3241-4546-b24c-613bf8203306.jpg,0,-116,雲林縣,古坑鄉,120.6117096,23.6255703
134,02bd9869-b925-4e0f-803d-297f50f2850c.jpg,0,0,屏東縣,新園鄉,120.449707,22.5161438
135,02c15189-698a-4baa-9a2e-62f1fdaab910.jpg,0,-102,嘉義縣,鹿草鄉,120.3045425,23.4082069
136,02c31160-05d5-498b-8459-1f6c1061dd4e.jpg,0,0,新竹市,東區,120.99263,24.7904205
137,02c4b927-565b-4cfe-ae42-3ddd74929313.jpg,0,-144,彰化縣,二林鎮,120.4042206,23.9163017
138,02d2281c-1ee5-4c41-b120-96f56fc55107.jpg,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264
139,02d59862-fc54-418e-9c7e-0fe07ecf0cdb.jpg,0,0,彰化縣,竹塘鄉,120.4136505,23.8506813
140,02e51d37-94b5-4ba9-a406-4a2ce9367eb3.jpg,0,0,屏東縣,南州鄉,120.5180588,22.4799023
141,02ea404f-b0cf-4649-ae03-f256bedd98f7.jpg,0,-431,屏東縣,高樹鄉,120.6017685,22.8100128
142,02ef456f-961c-499d-a983-fe08521f9dc8.jpg,0,0,彰化縣,大城鄉,120.2952423,23.8594379
143,02f5c811-e9fe-4ba3-9140-e3d159997611.jpg,0,0,高雄市,大寮區,120.4111404,22.5929337
144,02fd442d-21b0-4149-bf4c-e9ec4b95f461.jpg,0,-116,雲林縣,虎尾鎮,120.429306,23.7167091
145,030668ad-2aea-4bfc-aa02-850bedce3888.jpg,0,0,南投縣,國姓鄉,120.8675461,24.0313301
146,030a3869-d9ad-493c-ae5f-26cfa75d9fc0.jpg,0,-128,臺中市,霧峰區,120.7200623,24.0434952
147,030df3b3-b613-414d-8dde-2ae5b7b40b1b.jpg,0,0,雲林縣,褒忠鄉,120.3116074,23.7162247
148,03103d44-0310-4be8-a756-92acda741501.jpg,0,-174,高雄市,大樹區,120.4254074,22.7110958
149,03109030-7f26-4afd-906f-927854fe726a.jpg,0,-144,雲林縣,林內鄉,120.6154861,23.755867
150,03270ee1-34be-4f0f-9d69-2f7a2effa2b2.jpg,0,0,彰化縣,大村鄉,120.5586853,23.9921856
151,03344e80-95c9-479d-bafa-7441db24e50d.jpg,0,-102,彰化縣,二林鎮,120.4042206,23.9163017
152,0339b20d-87e1-4ffa-a1ff-c3b572f808fa.jpg,0,0,屏東縣,南州鄉,120.5180588,22.4799023
153,0339d8a0-c671-4637-812f-ed95b6f49ce2.jpg,0,0,屏東縣,南州鄉,120.5180588,22.4799023
154,033da5cc-1b8b-4af9-bd42-02e15d427044.jpg,0,-174,高雄市,大樹區,120.4254074,22.7110958
155,033e0f45-638a-4ee1-bb39-56c10aa62492.jpg,0,-102,彰化縣,大村鄉,120.5586853,23.9921856
156,033e1652-c65f-4794-a7ec-9d87d5220983.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
157,033eb250-2c27-425a-a0cb-022355370b05.jpg,0,-174,高雄市,大樹區,120.4254074,22.7110958
158,033f856e-de7d-48a6-a8ab-a5404fdc9727.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
159,034af4d4-c4d3-43db-971c-27a070a78751.jpg,0,0,桃園市,新屋區,121.0661621,24.972723
160,03652d9c-b4e7-411b-bc04-f69cdc983a07.jpg,0,-116,雲林縣,四湖鄉,120.1938248,23.6463451
161,036762ba-fc72-4879-87d6-e85b2d919cba.jpg,0,-144,南投縣,名間鄉,120.6774521,23.8511734
162,036c5e9a-476d-423f-abe8-489af2ad6159.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
163,036fb9a5-9b7b-4961-80df-cb35223ec7d4.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
164,0373b26e-870c-4c3d-8500-237769e61d6f.jpg,0,0,雲林縣,北港鎮,120.2940063,23.592289
165,03785f96-aaa0-40ca-bff0-489e6c414d2d.jpg,0,0,彰化縣,溪湖鎮,120.4831848,23.9518013
166,037a877d-dade-4c7e-9e56-4ce0c81adc18.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
167,037eaa10-04e5-4326-a1eb-b4f9c6111614.jpg,0,0,雲林縣,西螺鎮,120.4580765,23.77952
168,03822bdb-7ae7-4eb6-9768-37ac07efbd94.jpg,0,0,臺南市,善化區,120.2988281,23.1403961
169,0386747a-bae0-4f30-b007-bf8c28078d42.jpg,0,0,桃園市,八德區,121.2913208,24.9497337
170,038df464-325b-4103-bea1-93e7da91488e.jpg,0,-174,嘉義縣,中埔鄉,120.5365295,23.4041824
171,03959626-973b-4799-acb8-e32e50a381eb.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
172,0397e23a-46de-4819-abbd-b5684a73f531.jpg,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506
173,039e791e-0a45-4b48-bf9c-73b993c85ccd.jpg,0,0,高雄市,大寮區,120.4111404,22.5929337
174,03a4a644-9ee9-48ba-9d08-68a2bf8a8a89.jpg,0,0,雲林縣,土庫鎮,120.3647156,23.6912041
175,03aa8563-63cb-4c1a-9d7d-5768d5c37cb2.jpg,0,-144,臺南市,玉井區,120.460968,23.1149158
176,03b0eecf-4a16-49e5-9cf3-12df0e25737c.jpg,0,0,雲林縣,二崙鄉,120.3964539,23.7926483
177,03c254ce-7c7a-45c0-85b5-7461b0211c4c.jpg,0,-128,雲林縣,東勢鄉,120.2564087,23.6962242
178,03c25932-8c6d-4afd-a162-b60d62a1e337.jpg,0,0,彰化縣,社頭鄉,120.6022034,23.9054585
179,03cb461b-0e6e-45e3-9400-ade912eb3ab5.jpg,0,0,彰化縣,埔鹽鄉,120.4594345,23.9921265
180,03d6cb71-9c2b-466e-a2be-22dd33408809.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
181,03f08f3b-ac6c-4c47-8aa6-f2f92c7304e3.jpg,0,-102,臺中市,外埔區,120.6650391,24.3356228
182,03fc3118-9693-49fc-b27f-8c017d071184.jpg,0,0,臺南市,歸仁區,120.2930679,22.9468937
183,04024b99-a432-47f0-ae44-74556aafa476.jpg,0,0,屏東縣,竹田鄉,120.5278702,22.5896854
184,0402d4d9-3706-476e-97d0-5fe22bd3496d.jpg,0,0,彰化縣,大城鄉,120.2952423,23.8594379
185,04093217-6610-4c0a-9ced-cf149ecbe455.jpg,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841
186,04096bf5-c58b-4acc-9030-d942ccf7ff0c.jpg,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288
187,04179fd0-1666-4e91-a73d-a9f0215e41db.jpg,0,0,嘉義縣,東石鄉,120.1738129,23.468605
188,041caa2d-a4f2-4da1-95c8-4a30f08fac25.jpg,0,0,彰化縣,埔心鄉,120.5342712,23.9528713
189,041f2355-ee10-4686-8fb1-82530d40f20a.jpg,0,0,屏東縣,新埤鄉,120.5846252,22.4868565
190,04219890-fe9a-4f5e-a2eb-72563c0c07b8.jpg,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264
191,0422b89c-118b-4d6e-9966-62fc8c97e3fd.jpg,0,0,嘉義縣,中埔鄉,120.5365295,23.4041824
192,0422dee0-ff2c-482c-a955-f9c12efbd8c5.jpg,0,0,屏東縣,新園鄉,120.449707,22.5161438
193,0428efab-ebe0-4e1a-ad29-4e2f241ea45c.jpg,0,-102,彰化縣,社頭鄉,120.6022034,23.9054585
194,0429d2ea-239c-4fdd-ab3e-6db834945055.jpg,0,0,屏東縣,崁頂鄉,120.5006561,22.5153713
195,042d78a1-1953-4e75-919c-91130ee9a789.jpg,0,0,雲林縣,崙背鄉,120.3339615,23.7785912
196,042e2bcd-4afd-47d5-9665-dca58c99d389.jpg,0,0,屏東縣,高樹鄉,120.6017685,22.8100128
197,04319c51-7572-4334-846b-8e059b820a89.jpg,0,0,雲林縣,二崙鄉,120.3964539,23.7926483
198,0437480e-e8a4-4dbc-a818-77dd0d485c27.jpg,0,0,彰化縣,二林鎮,120.4042206,23.9163017
199,04385ba5-0656-4546-bb41-0865fecaac20.jpg,0,0,彰化縣,溪州鄉,120.5224915,23.827343
200,0438d783-be97-4feb-845f-fd5b673340f4.jpg,0,-144,彰化縣,二林鎮,120.4042206,23.9163017
201,043c7e9c-9210-4eef-bb6d-a21da85964fc.jpg,0,0,彰化縣,埔心鄉,120.5342712,23.9528713
202,043e1b2b-44ad-47a9-9eed-936ae093ed0c.jpg,0,0,嘉義縣,番路鄉,120.6075058,23.4277649
203,043e6070-8ac0-4363-8557-56b413f8916f.jpg,0,0,屏東縣,里港鄉,120.506134,22.7986412
204,0447beef-9a8b-4825-8a29-f443b4bce971.jpg,0,0,彰化縣,伸港鄉,120.4739609,24.1706295
205,045710b5-3984-45d9-8a79-5d10a1da8588.jpg,0,0,臺東縣,東河鄉,121.2517548,22.9797649
206,045a0f1b-1b0f-48df-a9d8-981d5912e840.jpg,0,0,高雄市,大寮區,120.4111404,22.5929337
207,045a8d02-7f88-47f3-a04d-f5c51d7223af.jpg,0,0,臺南市,安定區,120.2296143,23.0998344
208,0463833a-7773-4f09-bb0d-21922c9d8e2b.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
209,0466ac9b-7e4d-4839-944b-51a6d48356f2.jpg,0,0,南投縣,埔里鎮,120.9625702,23.9790077
210,046e4f9f-223a-4c22-9353-8cf07108df0c.jpg,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506
211,048073fc-cb6b-47ce-a145-c2b245ec90cc.jpg,0,-475,屏東縣,高樹鄉,120.6017685,22.8100128
212,0480b8c5-9bdd-435f-8499-394c39540bbe.jpg,0,0,嘉義縣,六腳鄉,120.2714767,23.510273
213,04847e17-b063-4fac-974d-4706c08181f1.jpg,0,0,雲林縣,東勢鄉,120.2564087,23.6962242
214,04857f0c-0a46-41f9-9828-49a58d5c1f99.jpg,0,-102,雲林縣,土庫鎮,120.3647156,23.6912041
215,048b535f-b291-4714-af11-3ea3390d437d.jpg,0,0,彰化縣,大城鄉,120.2952423,23.8594379
216,04916dbf-18a0-4949-bfc8-6955b8e2488c.jpg,0,0,雲林縣,西螺鎮,120.4580765,23.77952
217,0492e384-ecdd-4224-bbc0-ca3237fa0b3f.jpg,0,-144,臺東縣,鹿野鄉,121.1570969,22.9518948
218,04957dd5-a59a-4f27-802a-bbf60c506783.jpg,0,-144,雲林縣,土庫鎮,120.3647156,23.6912041
219,0497c484-9fff-4c25-9a50-35783df52e1e.jpg,0,-128,雲林縣,元長鄉,120.3279495,23.6425228
220,049822db-2c0f-4948-b2f7-f6001ddebd5e.jpg,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264
221,049a8c79-f749-4c32-997d-a07e0a5fbfd6.jpg,0,0,臺南市,南化區,120.5441742,23.1152229
222,049f9562-a1c8-48d4-8c97-1edeca5a0e75.jpg,0,0,南投縣,名間鄉,120.6774521,23.8511734
223,04a198b1-8574-49ab-ae5c-27add3e4e211.jpg,0,-128,彰化縣,竹塘鄉,120.4136505,23.8506813
224,04a49071-6863-4e7e-bd85-fc701b5b54fb.jpg,0,0,屏東縣,萬丹鄉,120.4769592,22.5881939
225,04a5c7f9-269f-430a-9db3-23f832437af1.jpg,0,0,雲林縣,虎尾鎮,120.429306,23.7167091
226,04a6a60f-b7b7-4e8c-a789-264836f02fde.jpg,0,0,彰化縣,伸港鄉,120.4739609,24.1706295
227,04a83b88-d77e-479d-a599-907c7de87394.jpg,0,-144,雲林縣,麥寮鄉,120.2379913,23.7913971
